,loss,accuracy
0,1.236009120941162,0.6084803342819214
1,0.5283733010292053,0.858248233795166
2,0.3773883283138275,0.903435468673706
3,0.3021746575832367,0.9229340553283691
4,0.25051772594451904,0.9377901554107666
5,0.21925689280033112,0.9476942420005798
6,0.18808020651340485,0.9603837728500366
7,0.1640787422657013,0.9668833017349243
8,0.14706109464168549,0.9709068536758423
9,0.13373301923274994,0.9730733633041382
